"ACCOUNT","ACCOUNT NAME","ORG"," "," ","BEG. BALANCE","DEBITS","CREDITS","NET CHANGE","END BALANCE"
"PER","JNL","SRC","EFF DATE","REFERENCE"
"99000    1011                                          ","First Interstate Bank         ","__99000   "," "," ","          286,661.70"
"* 1","    33","GEN","07/05/24","bc     Tsfr Excess $ to First Feder"," ","                 .00","          300,000.00","         -300,000.00"
"* 1","    35","GNI","07/01/24","BC     E-Box                       "," ","            1,980.36","                 .00","         -298,019.64"
"* 1","    62","GNI","07/02/24","BC     E-Box                       "," ","            2,188.00","                 .00","         -295,831.64"
"* 1","    62","GNI","07/02/24","BC     Lockbox-Inhance             "," ","           15,430.03","                 .00","         -280,401.61"
"* 1","    86","GNI","07/03/24","BC     E-Box                       "," ","            2,133.20","                 .00","         -278,268.41"
"* 1","    86","GNI","07/03/24","BC     Lockbox-Inhance             "," ","           16,914.99","                 .00","         -261,353.42"
"* 1","    97","GNI","07/05/24","BC     E-Box                       "," ","            1,282.51","                 .00","         -260,070.91"
"* 1","    97","GNI","07/05/24","BC     Lockbox-Inhance             "," ","              310.01","                 .00","         -259,760.90"
"* 1","   100","GNI","07/08/24","BC     E-Box                       "," ","            8,981.25","                 .00","         -250,779.65"
"* 1","   100","GNI","07/08/24","BC     Lockbox-Inhance             "," ","               34.51","                 .00","         -250,745.14"
"* 1","   118","GNI","07/09/24","BC     E-Box                       "," ","           10,578.20","                 .00","         -240,166.94"
"* 1","   118","GNI","07/09/24","BC     Lockbox-Inhance             "," ","           22,848.96","                 .00","         -217,317.98"
"* 1","   122","GNI","07/10/24","BC     E-Box                       "," ","            6,878.54","                 .00","         -210,439.44"
"* 1","   122","GNI","07/10/24","BC     Lockbox-Inhance             "," ","           12,577.87","                 .00","         -197,861.57"
"* 1","   125","GNI","07/11/24","BC     E-Box                       "," ","            2,306.49","                 .00","         -195,555.08"
"* 1","   125","GNI","07/11/24","BC     Lockbox-Inhance             "," ","              333.38","                 .00","         -195,221.70"
"* 1","   130","GNI","07/12/24","BC     E-Box                       "," ","            1,715.29","                 .00","         -193,506.41"
"* 1","   130","GNI","07/12/24","BC     Lockbox-Inhance             "," ","           16,877.95","                 .00","         -176,628.46"
"* 1","   139","GNI","07/15/24","BC     E-Box                       "," ","            2,023.71","                 .00","         -174,604.75"
"* 1","   139","GNI","07/15/24","BC     Lockbox-Inhance             "," ","           20,867.95","                 .00","         -153,736.80"
"* 1","   142","GNI","07/16/24","BC     E-Box                       "," ","            5,026.60","                 .00","         -148,710.20"
"* 1","   142","GNI","07/16/24","BC     Lockbox-Inhance             "," ","           36,846.13","                 .00","         -111,864.07"
"* 1","   173","GNI","07/17/24","BC     E-Box                       "," ","            4,295.42","                 .00","         -107,568.65"
"* 1","   173","GNI","07/17/24","BC     Lockbox-Inhance             "," ","           20,097.68","                 .00","          -87,470.97"
"* 1","   179","GNI","07/18/24","BC     E-Box                       "," ","            3,796.30","                 .00","          -83,674.67"
"* 1","   179","GNI","07/18/24","BC     Lockbox-Inhance             "," ","            7,505.83","                 .00","          -76,168.84"
"* 1","   189","GNI","07/19/24","BC     E-Box                       "," ","            4,278.20","                 .00","          -71,890.64"
"* 1","   189","GNI","07/19/24","BC     Lockbox-Inhance             "," ","           22,718.41","                 .00","          -49,172.23"
"* 1","   312","GNI","07/22/24","BC     E-Box                       "," ","            2,100.76","                 .00","          -47,071.47"
"* 1","   316","GNI","07/23/24","BC     E-Box                       "," ","            2,471.98","                 .00","          -44,599.49"
"* 1","   316","GNI","07/23/24","BC     Lockbox-Inhance             "," ","            7,233.87","                 .00","          -37,365.62"
"* 1","   327","GNI","07/24/24","BC     E-Box                       "," ","            2,733.28","                 .00","          -34,632.34"
"* 1","   327","GNI","07/24/24","BC     Lockbox-Inhance             "," ","           13,069.42","                 .00","          -21,562.92"
"* 1","   333","GNI","07/25/24","BC     E-Box                       "," ","              850.45","                 .00","          -20,712.47"
"* 1","   333","GNI","07/25/24","BC     Lockbox-Inhance             "," ","              608.77","                 .00","          -20,103.70"
"* 1","  1413","GNI","07/31/24","BC     Lockbox Services_FIB        "," ","                 .00","            3,327.80","          -23,431.50"
"* 1","  1413","GNI","07/31/24","BC     Gen Bank Fees_FIB           "," ","                 .00","              250.84","          -23,682.34"
"* 1","  1413","GNI","07/31/24","BC     Muni Court Bond Merchant Srv"," ","                 .00","               54.74","          -23,737.08"
"* 2","    24","GEN","08/01/24","bc     Cash Transfer to First Feder"," ","                 .00","          300,000.00","         -323,737.08"
"* 2","   187","GEN","08/26/24","bc     Cash Transfer to First Fed O"," ","                 .00","          290,000.00","         -613,737.08"
"* 2","   389","GNI","08/31/24","BC     Lockbox Services_FIB        "," ","                 .00","            3,257.19","         -616,994.27"
"* 2","   389","GNI","08/31/24","BC     Gen Bank Fees_FIB           "," ","                 .00","              267.99","         -617,262.26"
"* 2","   389","GNI","08/31/24","BC     Muni Court Bond Merchant Srv"," ","                 .00","               57.51","         -617,319.77"
"* 3","   573","GNI","09/30/24","BC     Lockbox Services_FIB        "," ","                 .00","            3,432.15","         -620,751.92"
"* 3","   573","GNI","09/30/24","BC     Gen Bank Fees_FIB           "," ","                 .00","              157.31","         -620,909.23"
"* 3","   573","GNI","09/30/24","BC     Muni Court Bond Merchant Srv"," ","                 .00","               68.12","         -620,977.35"
"* 4","   191","GEN","10/11/24","HH     Jan & Apr CC Proc Fee Muni C"," ","                 .00","                 .13","         -620,977.48"
"* 4","   520","GEN","10/24/24","HH     July-Sept 24 CC Fee Muni Cou"," ","                 .00","                 .24","         -620,977.72"
"* 5","   147","GEN","11/13/24","HH     11.24 Loan 110070092 Pmt #6 "," ","           57,117.77","                 .00","         -563,859.95"
"* 5","   278","GEN","11/19/24","HH     10.24 Muni Ct CC Fee        "," ","                 .00","                 .03","         -563,859.98"
"* 7","   106","GNI","01/01/25","BC     Lockbox Services_FIB-10.24  "," ","                 .00","            3,253.50","         -567,113.48"
"* 7","   106","GNI","01/01/25","BC     Gen Bank Fees_FIB-10.24     "," ","                 .00","               44.27","         -567,157.75"
"* 7","   106","GNI","01/01/25","BC     Muni Ct Bond Srvc Fee 10.24 "," ","                 .00","              310.52","         -567,468.27"
"* 7","   111","GNI","01/01/25","BC     Lockbox Services_FIB-11.24  "," ","                 .00","            3,738.61","         -571,206.88"
"* 7","   111","GNI","01/01/25","BC     Gen Bank Fees_FIB-11.24     "," ","                 .00","               20.81","         -571,227.69"
"* 7","   111","GNI","01/01/25","BC     Ct Bond CC Fees_FIB-11.24   "," ","                 .00","               22.88","         -571,250.57"
"* 7","   118","GNI","01/08/25","HH     RC 726Ebox to FIB           "," ","            1,513.50","                 .00","         -569,737.07"
"* 7","   118","GNI","01/08/25","HH     RC 730Ebox to FIB           "," ","            3,455.32","                 .00","         -566,281.75"
"* 7","   118","GNI","01/08/25","HH     RC 813Ebox to FIB           "," ","            2,661.82","                 .00","         -563,619.93"
"* 7","   118","GNI","01/08/25","HH     RC 86Ebox to FIB            "," ","            1,585.24","                 .00","         -562,034.69"
"* 7","   118","GNI","01/08/25","HH     RC 910Ebox to FIB           "," ","            4,654.17","                 .00","         -557,380.52"
"* 7","   118","GNI","01/08/25","HH     RC 911Ebox to FIB           "," ","            6,679.65","                 .00","         -550,700.87"
"* 7","   118","GNI","01/08/25","HH     RC 103Ebox to FIB           "," ","              485.26","                 .00","         -550,215.61"
"* 7","   118","GNI","01/08/25","HH     RC 102Ebox to FIB           "," ","              783.96","                 .00","         -549,431.65"
"* 7","   118","GNI","01/08/25","HH     RC 104Ebox to FIB           "," ","            1,356.67","                 .00","         -548,074.98"
